name,address,city,state,zip,lat,lng,
Scott's Truck & Trailer RV,"2323 South Ridge West,",Ashtabula,Ohio,44004,41.85594,-80.791866,
Scuffy's RV & Supply Inc,"3319 State Route 141,",Gallipolis,Ohio,45631,38.821751,-82.264305,
Scheid's Truc 'n RV Llc,"13144 Gar Highway,",Chardon,Ohio,44024,41.577765,-81.192433,
Saubers RV Sales & Service,"2921 West State Street,",Fremont,Ohio,43420,41.357927,-83.110237,
RVupgrades.com,"33801 Curtis Blvd., # 110,",Eastlake,Ohio,44095,41.652326,-81.441721,
Sands Mobile Sales,"5267 North Ridge Road,",Madison,Ohio,44057,41.760117,-81.060305,
Sandy's RV Pick-up & Van Center,"100 West 36th Street,",Lorain,Ohio,44052,41.459383,-82.164623,
RV's R Us Llc,"101 Olive Street,",Higginsport,Ohio,45131,38.790338,-83.966938,
RV Spa Llc,"42345 Oberlin-elyria Road,",Elyria,Ohio,44035,41.363571,-82.13786,
RV American Inc,"411 Commercial Parkway,",Dover,Ohio,44622,40.546033,-81.482958,
RV Outdoorsman Llc,"204 Auglaize Street,",Defiance,Ohio,43512,41.303378,-84.358279,
Runck Equipment Company Llc,"4469 State Route 128,",Hooven,Ohio,45033,39.176783,-84.762971,
Ruff's RV Center,"28920 Chardon Road,",Willoughby Hills,Ohio,44092,41.599909,-81.468699,
RV Headquarters,"769 Us 42 Se,",London,Ohio,43140,39.88011,-83.428572,
Roy's Auto Sales,"790 Western Avenue,",Chillicothe,Ohio,45601,39.31206,-82.957071,
Roy's Auto Sales,"505 Lancaster Pike,",Circleville,Ohio,43113,39.586593,-82.962246,
Rowe's Body Shop Collision Ctr,"2780 Albrecht,",Akron,Ohio,44312,41.01412,-81.443701,
Ron's RV Service,"1277 State Highway 67n,",Sycamore,Ohio,44882,40.946679,-83.14022,
Riverside Motor Coach,"4419 Linden Avenue,",Dayton,Ohio,45432,39.739492,-84.085195,
Richfield Trailer Sales,"4553 State Route 176,",Richfield,Ohio,44286,41.233126,-81.643939,
Ron Gist RV & Auto Sales,"169 G St Claridon,",Caledonia,Ohio,43314,40.649151,-82.959413,
Ricker RV's,"12018 Us 20a,",Wauseon,Ohio,43567,41.580346,-84.161063,
Richardson,"940 North Broadway Street, #a,",Lebanon,Ohio,45036,39.444049,-84.214131,
Richland Travel Trailers,"2607 Emma Lane,",Mansfield,Ohio,44903,40.776344,-82.527634,
Ricart RV Land,"4255 South Hamilton Road,",Columbus,Ohio,43227,39.944059,-82.890437,
Rcd Sales Company,"1990 Hebron Road,",Hebron,Ohio,43025,39.970889,-82.517382,
Recreational Vehicle Service,"71 Nw Street,",Norwalk,Ohio,44857,41.216499,-82.577642,
Ramey's RV Service,"14438 Sr 104,",Ashville,Ohio,43103,39.732375,-82.935709,
Ralph's RV Center Inc,"705 Brannon Drive,",Lancaster,Ohio,43130,39.696463,-82.614717,
R & P Caps,"2348 Wood Road,",Lebanon,Ohio,45036,39.444049,-84.214131,
Rainbow RV Sales & Service,"13795 Us 20,",Pioneer,Ohio,43554,41.658422,-84.563491,
Quality Mobile Home Service,"5255 Sr 29,",Ashtabula,Ohio,44004,41.85594,-80.791866,
Ralph's RV Sales,"521 Youngstown Road,",Niles,Ohio,44446,41.189561,-80.749296,
Pratt's RV Center,"3668 South Ridge Road,",Perry,Ohio,44081,41.763938,-81.143104,
Professional Repair,"9605 State Road 45,",Orwell,Ohio,44076,41.530875,-80.823712,
Quality Mechanical Co,"6556 Lemaster Road,",Athens,Ohio,45701,39.311963,-82.08602,
Post's Trailer Supply,"4330 Westerville Road,",Columbus,Ohio,43231,40.079362,-82.935126,
Pleasant Valley Teardrop Trailers,"102 Pleasant Valley Road Nw,",Sugarcreek,Ohio,44681,40.508051,-81.66193,
Pj's Refrigeration Services,"358 West Road,",Martinsville,Ohio,45146,39.314119,-83.804201,
Poor Farmer's RV Sales & Service,"7211 North Lostcreek Shelby Road,",Fletcher,Ohio,45326,40.139909,-84.094457,
Pine Valley Lake Park,"4936 South Arlington Road,",N Canton,Ohio,44720,40.903454,-81.433282,
Pin Oak RV Sales,"10912 Sr 113,",Berlin Heights,Ohio,44814,41.324106,-82.47216,
Pj's Mobile Home Repair,"7286 Hayden Run Road,",Aimlin,Ohio,43002,40.062586,-83.170451,
Pine Brook Estate,"7615 West State Route 571,",West Milton,Ohio,45383,39.955577,-84.343208,
Phoenix Boat Works Inc,"1291 Medina Road,",Medina,Ohio,44256,41.139872,-81.860559,
Performance RV,"211 South Riverside Drive,",Hamilton,Ohio,45011,39.426562,-84.497608,
Phillips Happy Hallow Trlr Sls,"14738 Sr 235 North,",Lakeview,Ohio,43331,40.517943,-83.921643,
Palace Arcades,"651 Brumfield Road,",Lancaster,Ohio,43130,39.696463,-82.614717,
Paul's Truck Accessories & RV,"1523 State Route 7 North,",Gallipolis,Ohio,45631,38.821751,-82.264305,
Paul Sherry RV's,"8701 North Cr 25a,",Piqua,Ohio,45356,40.16284,-84.22821,
Pat's Coleman Campers,"1702 Brandt Pike,",Dayton,Ohio,45404,39.789502,-84.161815,
P & S Trailer Services,"4702 West State Route 6,",Helena,Ohio,43435,41.325312,-83.312858,
Olympic Camper Sales,"5279 Ridge Road,",Parma,Ohio,44129,41.390459,-81.7353,
Ohio Trailer Supply,"2966 Westerville Road,",Columbus,Ohio,43224,40.043925,-82.966265,
Traveland RV & Marine,"915 South Ely,",Kennewick,Washington,99336,46.21405,-119.175728,
Hill's Service,"869 Oak Grove Road,",Madisonville,Tennessee,37354,35.506329,-84.347385,
Horse Trailers & Interiors,"399 Church Hill Road,",Greeneville,Tennessee,37743,36.068721,-82.856467,
Hickory Corner Enterprises,"4614 Sevierville Road,",Maryville,Tennessee,37804,35.792054,-83.893165,
Paris RV & Mobile Home Supply,"2933 East Wood Street,",Paris,Tennessee,38242,36.305579,-88.33112,
Highland Rim Tractor,"1333 Louisville Highway,",Goodlettsville,Tennessee,37072,36.35214,-86.746651,
Patterson Inc,"1807 Roane State Highway,",Harriman,Tennessee,37748,35.945607,-84.516324,
Painter Creek Camper Sales,"765 Painter Creek Road,",Bristol,Tennessee,37620,36.549613,-82.09404,
Bill's RV Repair,"12015 Marine Drive, #461,",Marysville,Washington,98271,48.089968,-122.237681,
Wilkinson RV And Auto Service,"668 North 1250 West,",Centerville,Utah,84014,40.932087,-111.884033,
Wykota Enterprises,"122 Box Elder Road,",Box Elder,South Dakota,57719,44.232442,-102.976094,
Quality RV,"850 South Highway 191,",Moab,Utah,84532,38.526725,-109.548649,
Dsd,"1250 West Sunset Blvd, Bldg A-2,",St George,Utah,84770,37.185988,-113.609694,
J & C Enterprises,"490 1st Avenue,",Wisconsin Rapids,Wisconsin,54495,44.378213,-89.96406,
Dodd Trailer Sales,"4705 Portsmouth Blvd,",Portsmouth,Virginia,23701,36.81294,-76.371005,
Pollock Enterprises,"1160 East Telegraph, #238,",Washington,Utah,84780,37.125867,-113.494351,
"Duda's Plumbing, Heating & Ac Inc","300 Pacers Point,",Hampton,Virginia,23669,37.050277,-76.342873,
Doves Camper Sales,"Rt 5, Box 49,",Harrisonburg,Virginia,22801,38.403645,-78.875125,
J & J RV Sales & Services,"2048 State Highway 53,",Chippewa Falls,Wisconsin,54729,44.945626,-91.392954,
Lb's Of Virginia,"486 Maury River Road,",Lexington,Virginia,24450,37.778993,-79.526578,
Lake Ridge Automotive,"1132 Jefferson Davis Highway,",Stafford,Virginia,22554,38.427352,-77.367672,
Koogler Sales & Service Inc,"670 Oakland Circle,",Raphine,Virginia,24472,37.941157,-79.208568,
Lake Gaston Awning,"5965 Highway 903,",Bracey,Virginia,23919,36.593409,-78.131154,
Kiger Enterprises Inc,"1723 Mt Tabor Road,",Blacksburg,Virginia,24060,37.255474,-80.422539,
King RV,"345 Chatham Heights Road,",Fredericksburg,Virginia,22405,38.313604,-77.403928,
K & K Service Co Inc,"2773 Lake Powell Road,",Williamsburg,Virginia,23185,37.228498,-76.718509,
Kaeser's RV Service Inc,"12215 Cedar Lane,",Ashland,Virginia,23005,37.759696,-77.48187,
Jt's Camper & Auto,"Route 2,",Staunton,Virginia,24401,38.134387,-79.085564,
Johnsons RV Service Center,"5572 Raby Road,",Norfolk,Virginia,23502,36.860941,-76.204908,
Jerry's Quality RV Service,"4663 Eastside Highway,",Grottoes,Virginia,24441,38.226067,-78.824873,
J & J Camper Repair,"1114-a Fairfax Pike,",White Post,Virginia,22663,39.052545,-78.11232,
Jefferson Vineyards,"Route 9, Box 294,",Charlottesville,Virginia,22902,37.910276,-78.52212,
Yates Motors,"2600 North 10th Street,",Gering,Nebraska,69341,41.72097,-103.632808,
Stone's Camping World Inc,"127 North Route 73,",Berlin,New Jersey,8009,39.760656,-74.93286,
Woolworth RV Center,"2405 Highway 77 Bypass,",S Sioux City,Nebraska,68776,42.467422,-96.44705,
Walts Camper Repairs,"5723 T Street,",Omaha,Nebraska,68117,41.207121,-96.000644,
Wolf RV Llc,"435 North 6th,",Arlington,Nebraska,68002,41.499022,-96.337716,
Hampton RV Sales,"52 Hampton House Road,",Newton,New Jersey,7860,41.056547,-74.819113,
Walter Heating & Cooling,"810 West 14th,",Mccook,Nebraska,69001,40.246709,-100.643942,
RV Add Ons,"800 Creek Road,",Delanco,New Jersey,8075,40.029586,-74.948936,
Transportation Equipment,"100 North Laird,",Hastings,Nebraska,68901,40.59161,-98.372728,
Pleasant Acres Campground,"61 Dewitt Road,",Sussex,New Jersey,7461,41.247022,-74.610522,
Rayewood RV Centers,"120 Clove Road,",Sussex,New Jersey,7461,41.247022,-74.610522,
Risco inc,"25 West Highland Avenue,",Atlantic Highlands,New Jersey,7716,40.401088,-74.032978,
Risco,"16 Manor Road,",Colts Neck,New Jersey,7722,40.280968,-74.168903,
Performance Trailers Inc,"39 Old Ledgewood Road,",Flanders,New Jersey,7836,40.843103,-74.710722,
Prevost Car Inc,"862 Valley Brooke Avenue,",Lyndhurst,New Jersey,7071,40.798004,-74.11325,
Pennsauken Trailer Sales,"5100 Route 70,",Pennsauken,New Jersey,8109,39.951291,-75.050129,
Outdoor World,"Corson Tavern Road,",Ocean View,New Jersey,8230,39.207372,-74.720215,
Pdq Appliance,"1681 Route 542,",Wading River,New Jersey,8215,39.586506,-74.563656,
Oceanview Trailer Sales,"2555 Route 9,",Oceanview,New Jersey,8230,39.207372,-74.720215,
On Time Location Vans,"5058 Marshall Street,",Hoboken,New Jersey,7030,40.745268,-74.032021,
Nick Badame Refrigeration Co,"1505 Route 9 North,",Swainton,New Jersey,8210,39.12175,-74.83443,
Northfield Travelers World,"140 11th Street,",Piscataway,New Jersey,8854,40.54564,-74.460817,
Mobile Home & RV Parts & Service,"5 Scott Lane,",Ocean View,New Jersey,8230,39.207372,-74.720215,
Ocean Air Heating & Ac Llc,"1913 Shore Road,",Linwood,New Jersey,8221,39.343718,-74.571049,
North Jersey Campers & Trailer,"184 Kinderkanack Road,",Park Ridge,New Jersey,7656,41.036183,-74.044293,
Mini Cam Fleet Service Inc,"5 Ceasar Place,",Moonachie,New Jersey,7074,40.838127,-74.055268,
North Jersey Recreation,"230 Newton Sparta Road,",Newton,New Jersey,7860,41.056547,-74.819113,
Manna Trailer Sales,"15 Finderne Avenue,",Bridgewater,New Jersey,8807,40.592434,-74.61884,
Mett's Automotive Inc,"1510 Hurffville Road,",Deptford,New Jersey,8096,39.826854,-75.126663,
Lee's Trailer & RV Service,"206 Stage Coach Road,",Mayville,New Jersey,8210,39.12175,-74.83443,
Long Beach Island Trailer Park,"19 Harding Avenue,",Beach Haven,New Jersey,8008,39.542599,-74.298174,
Krahnert Brothers Inc,"112 West Westfield Avenue,",Rosell Park,New Jersey,7204,40.665266,-74.266708,
Koa Campground Of Wendover,"651 North Camper Drive,",West Wendover,New Jersey,89883,40.84892,-114.157677,
Lexington Service Garage,"353 Lexington Avenue,",Clifton,New Jersey,7011,40.878256,-74.144073,
Ken Keslink RV Repair,"650 Bayview Avenue,",Bayville,New Jersey,8721,39.901987,-74.152651,
Ken's RV Service,"109 Kentucky Avenue,",Williamstown,New Jersey,8094,39.650587,-74.959292,
Kadco Trailer Sales,"1214 Route 130,",Robinsville,New Jersey,8691,40.208731,-74.592097,
Kastco RV,"114 South Avenue West,",Cranford,New Jersey,7016,40.656391,-74.30483,
Johnson's Mt Laurel Auto Svc,"2969 Marne Highway,",Mt Laurel,New Jersey,8054,39.948992,-74.900247,
Jay's Sales,"1222 Route 179,",Lambertville,New Jersey,8530,40.370017,-74.91017,
Jersey Bus Sales,"2015 Route 206,",Bordentown,New Jersey,8505,40.103026,-74.733455,
J & C Campers Inc,"540 Route 539,",Cream Ridge,New Jersey,8514,40.134246,-74.491742,
Indian Branch Park Campground,"2021 Skip Morgan Drive & Us 322,",Hammonton,New Jersey,8037,39.639959,-74.75932,
Husky Paint & Body Inc,"524 Route 46,",Kenvil,New Jersey,7847,40.889346,-74.623879,
Ideal Refrigeration,"725 18th Street,",Union City,New Jersey,7087,40.767383,-74.032328,
Hitcharama RV,"4121 Route 42,",Turnersville,New Jersey,8012,39.783815,-75.056068,
Holiday Haven Campground Llc,"230 Route 50,",Estell Manor,New Jersey,8319,39.370409,-74.810816,
H Copeland & Sons Inc,"337 Highway 36,",Port Monmouth,New Jersey,7758,40.434236,-74.100665,
Greenfield Trailer Sales,"101 Route 50,",Seaville,New Jersey,8230,39.207372,-74.720215,
Germaine's RV Headquarters Inc,"407 Route 539,",Cream Ridge,New Jersey,8514,40.134246,-74.491742,
Gerber Auto Center,"434 Demarest Avenue,",Closter,New Jersey,7624,40.97289,-73.960315,
Hartman's Independence Inc,"165 Granite Avenue,",Paterson,New Jersey,7522,40.924959,-74.179096,
General RV Corporation,"362 Midland Avenue,",Garfield,New Jersey,7026,40.879797,-74.10825,
Garick RV,"209 Oak Ridge Road,",Oak Ridge,New Jersey,7438,41.028134,-74.518867,
Fun Truckin,"82 Midland Avenue,",Saddle Brook,New Jersey,7663,40.902926,-74.094669,
Garick RV,"3134 Route 23 North,",Oak Ridge,New Jersey,7438,41.028134,-74.518867,
Franzwa Trailer Sales,"2134 South Second,",Millville,New Jersey,8332,39.377041,-75.023374,
Woodmore Campground & RV,"117 Woodbownd,",Rinde,New Hampshire,3461,42.756663,-72.013247,
White Mountain RV,"1314 Route 16,",Ossipee,New Hampshire,3864,43.689928,-71.103444,
Wilderness Trailer Sales,"734 Central Street,",Franklin,New Hampshire,3235,43.449136,-71.674267,
Watson's Family Inc,"Route 16,",West Ossipee,New Hampshire,3890,43.800602,-71.201489,
Trafford's RV Inc,"1571 East Main Street,",Center Conway,New Hampshire,3813,44.127402,-71.060836,
Whistling Pines Inc,"192 Bypass 28 #304,",Derry,New Hampshire,3036,42.98453,-71.255104,
Town & Country Aluminum,"190 Millville Street,",Salem,New Hampshire,3079,42.788264,-71.221726,
Trackside RV,"459 Daniel Webster Highway,",N Woodstock,New Hampshire,3262,43.999889,-71.714447,
Tamworth Camping Area,"Depot Road,",Tamworth,New Hampshire,3886,43.864038,-71.296068,
Strogen's Heat & Air,"113 Milton Road,",Rochester,New Hampshire,3868,43.323179,-70.93365,
Southern Nh RV,"335 Route 125,",Brentwood,New Hampshire,3833,42.978415,-70.987522,
Skandia Estates,"58 Skandia,",Ossipee,New Hampshire,3814,43.770937,-71.181505,
Scott's RV Service,"23 Scott Drive,",N Stratford,New Hampshire,3590,44.749655,-71.478749,
Shir-roy Camping Area,"100 Athol Road,",Richmond,New Hampshire,3470,42.77137,-72.354216,
Scott Brown RV Refrigeration,"3 Goosehull Lane,",New London,New Hampshire,3257,43.417721,-71.990609,
RV America Services,"74 Freetown Road,",Raymond,New Hampshire,3077,43.038038,-71.205107,
Roger's RV Sales & Service,"Rr 2, Box 474,",Lancaster,New Hampshire,3584,44.483853,-71.545865,
Rbg Enterprise,"309 Route 27,",Raymond,New Hampshire,3077,43.038038,-71.205107,
Ray's Marina & RV Sales,"584 White Mountain Highway,",Milton,New Hampshire,3851,43.437283,-71.025251,
Reynolds Sales Inc,"Route 125,",Kingston,New Hampshire,3848,42.913731,-71.073595,
R A B Mobile Homes & RV Center,"61 Calef Highway, Route 125,",Rochester,New Hampshire,3839,43.262994,-70.991203,
Polar RV Sales,"51 Pelham Road,",Salem,New Hampshire,3079,42.788264,-71.221726,
Pow Wow River Campground,"Tuxbury Pond Camping Area,",South Hampton,New Hampshire,3827,42.903739,-70.99557,
Penny Pinch Trailer Sales,"142 Chester Road,",Auburn,New Hampshire,3032,42.997261,-71.363424,
Outdoor Sport Center,"79 Manchester Street,",Concord,New Hampshire,3301,43.238549,-71.555988,
Not-a-kit,"30 Mast Road,",Lee,New Hampshire,3824,43.117186,-70.918788,
Northwood RV,"409 First Nh Turnpike,",Northwood,New Hampshire,3261,43.211856,-71.223393,
Northern Breeze Hvac Inc,"Po Box 388, Route 11,",Farmington,New Hampshire,3835,43.372559,-71.08326,
Northern Homes Sales,"Rt 28, Box 362,",Epsom,New Hampshire,3234,43.204812,-71.348563,
Nickerson Electric Inc,"7 Huntley Avenue,",Charlestown,New Hampshire,3603,43.246634,-72.383931,
Northeast Service Center,"278 Charleston Road,",Claremont,New Hampshire,3743,43.360727,-72.326929,
Northeast Kustom Kreations,"5 Varney Street,",Manchester,New Hampshire,3102,43.011907,-71.491063,
Northway Company,"9 Oak Grove Trail,",Nashua,New Hampshire,3062,42.722323,-71.501176,
Webb's RV,"295 Kietzke Lane,",Reno,Nevada,89502,39.491314,-119.743845,
Vegas Trailer Supply,"3076 East Fremont Street,",Las Vegas,Nevada,89104,36.151382,-115.108648,
Ward's RV,"2000 Auction Road,",Fallon,Nevada,89406,39.53771,-118.264165,
Two Cherries RV,"Po Box 68,",Hawthorne,Nevada,89415,38.480395,-118.637507,
Unique RV & Auto Works,"641 Middlegate Road,",Henderson,Nevada,89015,36.039314,-114.928032,
Tropical RV Centers,"3430 South Highway 160,",Pahrump,Nevada,89048,36.165343,-116.003323,
Turner Companies,"3141 Beach View Court,",Las Vegas,Nevada,89117,36.140961,-115.281091,
Tipton's RV Repair,"#6 Riley Circle,",Carson City,Nevada,89706,39.222699,-119.701535,
The Great Outdoors Sales,"450 West Mesquite Blvd,",Mesquite,Nevada,89027,36.813945,-114.120444,
Thousand Trails,"4295 Boulder Highway,",Las Vegas,Nevada,89121,36.121526,-115.091277,
Teschner Coach Llc,"7750 Dean Martin Drive #303,",Las Vegas,Nevada,89139,36.034661,-115.211656,
Teresa's Garage,"10215 Blackhawk Drive,",Reno,Nevada,89506,39.712124,-119.820815,
South Side RV Sales,"13203 South Virginia Street,",Reno,Nevada,89511,39.385441,-119.876909,
Taylor Camper Company,"4681 Gold Strike Court,",Reno,Nevada,89521,39.385322,-119.69207,
Skip's RV Service,"3680 Money Street,",Pahrump,Nevada,89048,36.165343,-116.003323,
Sierra RV,"9125 South Virginia Street,",Reno,Nevada,89511,39.385441,-119.876909,
Safari Stores,"2802 Kietzke Lane,",Reno,Nevada,89502,39.491314,-119.743845,
Sahara RV Center,"1518 Scotland Lane,",Las Vegas,Nevada,89102,36.14543,-115.186825,
Schmidt RV & Equipment Repair,"1470 Rancho View Drive,",Pahrump,Nevada,89048,36.165343,-116.003323,
S O S Unlimited Inc,"3076 East Freemont,",Las Vegas,Nevada,89104,36.151382,-115.108648,
Scotty's RV & Mobile Home Svc,"11745 Deodar Way,",Reno,Nevada,89506,39.712124,-119.820815,
RV Trailerland Inc,"10450 South Virginia Street,",Reno,Nevada,89511,39.385441,-119.876909,
RV Trailer Specialty,"710 Marker Lane,",Lovelock,Nevada,89419,40.374813,-118.18904,
RV Fixer,"2925 Wigwam Parkway #1621,",Henderson,Nevada,89074,36.036567,-115.080932,
Rod Paulson Inc,"4590 North Leslie Street,",Pahrump,Nevada,89060,36.385724,-116.060445,
Ron's RV Auto,"900 Mclean Road,",Fallon,Nevada,89406,39.53771,-118.264165,
Roberts B & H RV Service,"1921 Western Avenue,",Las Vegas,Nevada,89102,36.14543,-115.186825,
Road Runner Turf-n-trail Inc,"301 South Oxbow Avenue, #5,",Pahrump,Nevada,89048,36.165343,-116.003323,
Reno RV & Boat Mobile Solar,"1415 Ebbetts Drive,",Reno,Nevada,89503,39.54104,-119.840126,
Reno-sparks RV,"5425 Louie Lane,",Reno,Nevada,89511,39.385441,-119.876909,
Plastic Crafts Inc,"520 West Sunset Road, #12,",Henderson,Nevada,89015,36.039314,-114.928032,
Paul Everts RV Country,"925 Matley Lane,",Reno,Nevada,89502,39.491314,-119.743845,
Pro Tech RV Services,"6 Miles Road,",Carson City,Nevada,89706,39.222699,-119.701535,
Pahrump RV Center,"1941 North Leslie,",Pahrump,Nevada,89060,36.385724,-116.060445,
Paul Everts RV Country,"1725 South Casino Drive,",Laughlin,Nevada,89029,35.129221,-114.656524,
North South RV Repair,"6634 Boulder Highway, Sp 170,",Las Vegas,Nevada,89122,36.106432,-115.040286,
Nevada RV Sales & Rentals,"4700 South Boulder Highway,",Las Vegas,Nevada,89121,36.121526,-115.091277,
Mr Mobile RV Repair Service,"8175 South Virginia #850,",Reno,Nevada,89511,39.385441,-119.876909,
Mountain Vista RV Inc,"2081 North Leslie,",Pahrump,Nevada,89060,36.385724,-116.060445,
Moturis Inc,"6590 Boulder Highway,",Las Vegas,Nevada,89122,36.106432,-115.040286,
Mpg Enterprises Inc,"160 Highway S E,",Dayton,Nevada,89403,39.227192,-119.475598,
Mountain Family RV,"16300 South Virginia,",Reno,Nevada,89521,39.385322,-119.69207,
Michael Hohl RV Center,"4455 South Carson Street,",Carson City,Nevada,89701,39.129024,-119.725281,
Mckinnish Auto Sales,"5130 Highway 50 East,",Carson City,Nevada,89706,39.222699,-119.701535,
Mist Masters Inc,"3318 North Decatur Blvd #1023,",Las Vegas,Nevada,89130,36.253975,-115.227105,
Monaco Las Vegas,"7485 Dean Martin Drive #105,",Las Vegas,Nevada,89139,36.034661,-115.211656,
Metric Motor RV Sales & Repair,"1201 East Fourth Street,",Reno,Nevada,89512,39.550957,-119.801071,
Thompson's Appliance,"1004 East Overland,",Scottsbuff,Nebraska,69361,41.922838,-103.622904,
Major W's Ltd Inc,"6301 South Squaw Valley Road,",Pahrump,Nevada,89048,36.165343,-116.003323,
Swanson Mobile Homes,"4400 Rodeo Road,",North Platte,Nebraska,69101,41.141895,-100.800597,
Sundowner Trailers Of Ne,"13608 238th Street,",Greenwood,Nebraska,68366,40.974112,-96.434942,
Rich & Sons Camper Sales,"5112 South Antelope Drive,",Grand Island,Nebraska,68803,40.956077,-98.414575,
Salem Truck Service,"2100 Yolande Avenue,",Lincoln,Nebraska,68521,40.868266,-96.705455,
Stahla Homes & RV,"4407 West Norfolk Avenue,",Norfolk,Nebraska,68701,42.019825,-97.442556,
R & I RV Sales Service,"2550 Lowell Road,",Gibbon,Nebraska,68840,40.759666,-98.877542,
Refrigeration By Chillemi Inc,"109 Pennsylvania Avenue,",Venango,Nebraska,69168,40.798996,-101.986523,
Randy's Camp Along,"1914 East 20th Street,",Scottsbluff,Nebraska,69361,41.922838,-103.622904,
Your Place Or Mine Trailer Repair,"94 Hillside Road,",Sparta,New Jersey,7871,41.052283,-74.627906,
Zenith Mobile Homes Inc,"Route 206 & Semitary Lane,",Bordertown,New Jersey,8505,40.103026,-74.733455,
Wilsonville Supply Llc,"201 Houses Corner Road,",Sparta,New Jersey,7871,41.052283,-74.627906,
Woods Outdoor World,"80 South Hook Road,",Pennsville,New Jersey,8070,39.619131,-75.516096,
Woodlawn Auto & RV Service,"710 Woodlawn Avenue,",Linden,New Jersey,7036,40.62523,-74.237823,
White Horse Leisure,"980 North Black Horse Pike,",Williamstown,New Jersey,8094,39.650587,-74.959292,
Willingboro Chry-ply RV Center,"Route 130 South,",Willingboro,New Jersey,8046,40.02795,-74.886984,
Wendel Industries Inc,"1012 Greenley Avenue North,",Union,New Jersey,7083,40.695266,-74.269078,
Wheels-n-props,"424 Route 206 Branchville,",Colver Lake,New Jersey,7826,41.193195,-74.778167,
Viking Campers & Hitches,"29 Deer Run Road,",Parkertown,New Jersey,8087,39.596035,-74.380612,
Triple Brook Camping Resort,"58 Honey Run Road,",Blairstown,New Jersey,7825,40.971247,-74.975723,
Vic Costantino Inc,"#3 Milford Road,",Berlin,New Jersey,8009,39.760656,-74.93286,
Vans East,"95 Morris Street,",Morristown,New Jersey,7960,40.784201,-74.500025,
Ultra Air Inc,"681 Main Street, Bldg #40,",Belleville,New Jersey,7109,40.794927,-74.162353,
Van Houten Auto Repair,"870 Van Houten Avenue,",Clifton,New Jersey,7013,40.869405,-74.173062,
Trailerama,"1395 Route 38,",Hainesport,New Jersey,8036,39.970569,-74.832209,
Tony's Boat & RV Sales,"227 Route 156,",Yardville,New Jersey,8620,40.170048,-74.651278,
Tiptam Camping Resort Llc,"301 Brewers Bridge Road,",Jackson,New Jersey,8527,40.10868,-74.358558,
Trailerama,"Us Highway 262, Route 206,",Andover,New Jersey,7821,40.965937,-74.754393,
Tech Air,"5 Plog Road,",Fairfield,New Jersey,7004,40.882508,-74.304593,
Townline Hardware,"1152 Route 10,",Randolph,New Jersey,7869,40.841691,-74.57833,
T P Kamper,"15 Oliver Street,",Metuchen,New Jersey,8840,40.543139,-74.358981,
Superstar Services Llc,"2100 Highway 35, Suite B,",Sea Girt,New Jersey,8750,40.133372,-74.041501,
Sunbird RV,"1359 River Avenue, Us Highway 9,",Lakewood,New Jersey,8701,40.077041,-74.200383,
Strawbridge Electric,"9 Linden Avenue,",Jamesburg,New Jersey,8831,40.319474,-74.428801,
Spirit International,"1945 Kings Highway,",Swedesboro,New Jersey,8085,39.761129,-75.32406,
South Jersey RV,"1624 Harding Highway,",Newfield,New Jersey,8344,39.561745,-74.986037,
Six Flags Great Adventure,"Route 537,",Jackson,New Jersey,8527,40.10868,-74.358558,
Shore Air,"202 Woodbine Ocean View Road,",Ocean View,New Jersey,8230,39.207372,-74.720215,
Scrubbie Pines Management Co,"30 Route 72,",Barnegat,New Jersey,8005,39.767727,-74.312588,
Scott Motor Coach,"1133 Route 88,",Lakewood,New Jersey,8701,40.077041,-74.200383,
RV Tech Service,"77 Highland Avenue,",Erial,New Jersey,8081,39.732942,-74.976657,
Winnemucca House Of Parts,"613 Camelot Way,",Winnemucca,Nevada,89445,41.169339,-118.263916,
RV Service,"135 Churchtown Road,",Pennsville,New Jersey,8098,39.639535,-75.329849,
Wheeler's Las Vegas RV,"13175 Las Vegas Blvd South,",Las Vegas,Nevada,89124,36.114842,-115.613219,
Island Mobile Home & Camper,"6294 Cropper Street,",Chincoteague Island,Virginia,23336,37.954605,-75.334522,
Wells Propane,"301 South Humboldt Avenue,",Wells,Nevada,89835,41.114501,-114.852524,
Wells Cargo Trailer Sales Llc,"1775 East 4th Street,",Reno,Nevada,89512,39.550957,-119.801071,
Hughes Trailer & Camper Sales,"19184 Lee Highway,",Abingdon,Virginia,24210,36.768935,-82.027531,
Holly Acres RV & Marine,"13270 Minnieville,",Woodbridge,Virginia,22192,38.683699,-77.314673,
Harvey Homes Inc,"9225 Wards Road,",Rustburg,Virginia,24588,37.262151,-79.096232,
Hayden's RV's,"8910 Burge Avenue,",Richmond,Virginia,23237,37.400878,-77.449054,
Hardy's Repair Shop,"1861 Springhill Road,",Staunton,Virginia,24401,38.134387,-79.085564,
Graninger Mh Supply,"300 Harrison Road,",Fredericksburg,Virginia,22401,38.299272,-77.486658,
Green Spring Sports Center,"23463 Green Springs Road,",Abingdon,Virginia,24211,36.654088,-81.95507,
Grand Champion Trailer Sales,"14920 James Monroe Highway,",Leesburg,Virginia,20176,39.184706,-77.544111,
Gloucester Auto Supply Inc,"1982 Gwm Highway Route 117,",Gloucester Point,Virginia,23062,37.262931,-76.507489,
