name,address,city,state,zip,lat,lng,site
Roulottes Langlouis 1996 Inc.,6080 Bd Sainte-Anne,Ange-Gardien,Quebec,G0A 2K0,46.91002,-71.108395,RVT
Roulottes R.G. Gagnon Inc,700 Bd de l'Industrie,St-Paul de Joliette,Quebec,J0K 3E0,45.978648,-73.393966,RVT
Roulottes R.G. Gagnon Inc.,175 Mnt de St Sulpice,L''Assomption,Quebec,J5W 2T3,45.826869,-73.400536,RVT
Roulottes Rive-Sud Inc.,70 Rue Jacques-Nau,Lévis,Quebec,G6V 9J4,46.770385,-71.1716,RVT
Roulottes Ste-Anne,3306 des Entreprises,Terrebonne,Quebec,J6X 4J8,45.715468,-73.714913,RVT
Runners RV,2813 23 St N,Cranbrook,British Columbia,V1C 3N9,49.532822,-115.740836,RVT
Ruston RV Centre,1428 Plains Rd W,Burlington,Ontario,L7T 1H6,43.297044,-79.894734,RVT
RV Canada - Saint John,57 Millennium Dr,Rothesay,New Brunswick,E2E 0P8,45.411266,-65.9465829,RVT
RV City,8704 100 St,Morinville,Alberta,T8R 1K6,53.785434,-113.635097,RVT
RV Contacts & Auto Sales,71 Douglas Rd,Mount Uniacke,Nova Scotia,B0N 2N0,45.051453,-63.873087,RVT
RV Lifestyles,2620 Barlow Trail NE,Calgary,Alberta,T1Y 1A1,51.075479,-114.001414,RVT
RV World - Fredericton,15 Chaparral Rd,Waasis,New Brunswick,E3B 9Z4,45.767215,-66.74577,RVT
RV's Unlimited,685 Gardiners Rd,Kingston,Ontario,K7M 3Y4,44.245502,-76.56798,RVT
Sackville RV Centre,6 Cattail Ridge,Sackville,New Brunswick,E4L 3S1,45.901682,-64.352662,RVT
Safari Condo,821 Rue du Parc,St-Frédéric,Quebec,G0N 1P0,46.25956,-71.239746,RVT
Salmon Arm GM,3901 11 Ave NE,Salmon Arm,British Columbia,V1E 2S2,50.692547,-119.250189,RVT
Saskatoon RV Superstore,3510 Idylwyld Dr N,Saskatoon,Saskatchewan,S7L 6G3,52.187826,-106.670154,RVT
Schwab's RV World,33 Highway 2,Leduc,Alberta,T9E 8B8,53.265045,-114.023658,RVT
Scottie's Certified RV & Auto,315 Moraine Rd NE,Calgary,Alberta,T2A 2L2,51.052376,-113.998856,RVT
Scougalls RV Centre Ltd.,807 18 St,Fort Macleod,Alberta,T0L 0Z0,49.575885,-113.158687,RVT
Sellers RV,3105 50 Ave,Lloydminister,Saskatchewan,S9V 0N7,53.265648,-110.005829,RVT
Service Caravanes R.P. Inc.,8900 Chambly Rd,St-Hubert,Quebec,J3Y 5K2,45.478037,-73.36538,RVT
Sherwood RV,540 Brand Rd,Saskatoon,Saskatchewan,S7J 5J3,52.08686,-106.64782,RVT
Silvester RV Centre,2701 99 St,North Battleford,Saskatchewan,S9A 3W8,52.887775,-108.289797,RVT
Skyline RV Travel Centre,2325 43 St S,Lethbridge,Alberta,T1K 6Z7,49.670266,-112.779163,RVT
Smith & Fraser Mobile Homes Ltd.,5085 Lower South River Rd,Antigonish,Nova Scotia,B2G 2L8,45.629033,-61.987118,RVT
SMP RV,2760 Yellowhead Hwy,Houston,British Columbia,V0J 1Z0,54.39647,-126.63605,RVT
SMYL RV Centre,5115 44 St,St Paul,Alberta,T0A 3A2,53.989756,-111.2735,RVT
South 20 RV Centre,81 Main St,Humboldt,Saskatchewan,S0K 2A0,52.201393,-105.134075,RVT
South Thompson RV,2449 Trans-Canada Hwy,Kamloops,British Columbia,V2C 4A9,50.674761,-120.241822,RVT
Southside Chrysler Jeep & RV Centre,2804 50 Ave,Red Deer,Alberta,T4R 1M4,52.2452645,-113.814124,RVT
Steinbach Holiday RV & Marine,143 MB-12,Steinbach,Manitoba,R5G 1T5,49.538365,-96.68822,RVT
Sterling Trailer Sales,1935 2 Ave,Dunmore,Alberta,T1B 0K3,49.971699,-110.5831642,RVT
Stettler Dodge and RV,4406 44 Ave,Stettler,Alberta,T0C 2L0,52.25344,-112.58839,RVT
Stone RV,3821 38 Ave,Whitecourt,Alberta,T7S 0A2,54.11594,-115.64799,RVT
Stone's RV & Home Center,2689 Westville Rd,New Glasgow,Nova Scotia,B2H 5E7,45.574653,-62.628789,RVT
Sturgeon Woods RV & Marine,1129 Mersea Road C Unit #1,Leamington,Ontario,N8H 3V4,42.010959,-82.572598,RVT
Success RV's,510 1 Ave E,Watrous,Saskatchewan,S0K 4T0,51.545987,-105.657294,RVT
Sunridge RV,Highway 16,Radisson,Saskatchewan,S0K 3L0,52.460518,-107.385689,RVT
Sunridge RV,63 Kingsview Rd SE,Airdrie,Alberta,T4A 0A8,51.333668,-113.920285,RVT
Suntan RV,20176 Stormont,Summerstown,Ontario,K0C 2E0,45.0897064208984,-74.5685119628906,RVT
Sunwest RV,2800 Cliffe Ave,Courtenay,British Columbia,V9N 2L7,49.750013,-125.010884,RVT
Tee Pee Trade & RV Centre ,3737 48 Ave,Camrose,Alberta,T4V 3T4,53.017928,-112.804466,RVT
The RV Spot,3881 County Rd 34,Alexandria,Ontario,K0C 1A0,45.301001,-74.586118,RVT
The RV Warehouse,65 Reive Blvd,Cookstown,Ontario,L0L 1L0,44.19208,-79.622988,RVT
Thetford Autos & V.R.,2021 Bd Frontenac E,Thetford Mines,Quebec,G6G 6P6,46.112205,-71.281155,RVT
Thomas Homes & RV Center Inc.,9900 78 St,Peace River,Alberta,T8S 2A1,56.233046,-117.340656,RVT
Toy Master RV,5 Campbell Rd,Charlottetown,Prince Edward Island,C1E 1Z2,46.292487,-63.174247,RVT
Tracy's RV Centre/Taylor Coach,915 Hwy 6,Millgrove,Ontario,L0R 1V0,43.350695,-79.99339,RVT
Trailblazer RV,9897 283 Street,Acheson,Alberta,T7X 6J5,53.5465043,-113.7857843,RVT
Trailblazer RV Centre Ltd.,9897 283 Street,Nisku,British Columbia,T7X 6J5,53.5465043,-113.7857843,RVT
Trailer Town,5325 6 St SE,Calgary,Alberta,T2H 1M2,51.006193,-114.049219,RVT
Trailer Town,5325 6 St SE,Calgary,Alberta,T2H 1M2,51.006193,-114.049219,RVT
Trailica Inc.,1021 Limoges Rd,Limoges,Ontario,K0A 2M0,45.362295,-75.253969,RVT
Transcona Trailer Sales,1330 Dugald Rd,Winnipeg,Manitoba,R2J 0H2,49.885755,-97.056834,RVT
Travel-Mor Trailer Sales,4863 Bank St S,Ottawa,Ontario,K1X 1G6,45.304189,-75.584206,RVT
Traveland RV - Airdrie,63 Kingsview Rd SE,Airdrie,Alberta,T4A 0A8,51.333668,-113.920285,RVT
Traveland RV - Kelowna,1460 Byland Rd,West Kelowna,British Columbia,V1Z 1A7,49.8615569,-119.5887533,RVT
Traveland RV - Langley,20529 Langley Bypass,Langley,British Columbia,V3A 5E8,49.103873,-122.64265,RVT
"Travelhome, The RV Marketplace",2866 Mount Lehman Rd,Langley,British Columbia,V4X 2N7,49.05592,-122.381458,RVT
Traveller's Rest Mini Homes,1564 Blue Shank Rd,Kensington,Prince Edward Island,C0B 1M0,46.43789,-63.63458,RVT
Triangle RV Centre,10299 McDonald Park Rd,Sidney,British Columbia,V8L 5S8,48.665609,-123.437765,RVT
TRX RV,3810 Thatcher Ave,Saskatoon,Saskatchewan,S7R 1A5,52.196297,-106.677659,RVT
Tyssen Camping Trailers,23056 ON-48 Rr1,Sutton,Ontario,L0E 1R0,44.311368,-79.326353,RVT
Uncle Ben's RV,5 Energy Blvd,Red Deer,Alberta,T4E 0A8,52.232762,-113.713259,RVT
V.R. Expert,973 Bd Saint-Luc,Saint-Jean-Sur Richelieu,Quebec,J2W 1B6,45.374649,-73.353862,RVT
Vellner Leisure Products,1890 49 Ave,Red Deer,Alberta,T4R 2N7,52.23148,-113.810808,RVT
Vic Roulan Inc.,60 Boulevard Arthabaska Est,Victoriaville,Quebec,G6T 0S7,46.0830119,-71.992766,RVT
Village RV,4150 E Victoria Ave,Regina,Saskatchewan,S4Z 1A5,50.450927,-104.528395,RVT
Vision RV,11330 266 St,Acheson,Alberta,T7X 6E1,53.564374,-113.390871,RVT
VR Emond Plus,1250 Chem. de la Coopérative,Saint-Nicolas,Quebec,G7A 1A1,46.670941,-71.354834,RVT
VR Emond Plus,1250 Chem. de la Coopérative,Levis,Quebec,G7A 1A1,46.670941,-71.354834,RVT
VR Rive-Nord,40 Rue Vifan,Lanoraie,Quebec,J0K 1E0,45.956657,-73.221825,RVT
VR Souliere of Baie St-Paul,1588 Boulevard Mgr de Laval,Baie-Saint-Paul,Quebec,G3Z 2X7,47.472408,-70.51881,RVT
VR Souliere of Lanoraie,179 Rue du Parc Industriel,Lanoraie,Quebec,J0K 1E0,45.956657,-73.221825,RVT
VR Souliere of Lavaltrie,42 Rang Saint Francois,Lavaltrie,Quebec,J5T 3K5,45.92753,-73.3199,RVT
VR Souliere of Sherbrooke,9343 Boul Bourque,Sherbrooke,Quebec,J1N 0G2,45.38481,-71.964371,RVT
VR St-Cyr,3465 Rue de l'Industrie,Saint-Mathieu de Beloeil,Quebec,J3G 0R9,45.5959708,-73.1946207,RVT
Wainalta Motors (1988) Ltd.,2110 15 Ave,Wainwright,Alberta,T9W 1L2,52.845489,-110.848661,RVT
Wellington Highlands RV,535 Main St N,Mount Forest,Ontario,N0G 2L1,43.983057,-80.740302,RVT
Westcoast Mountain Campers,8992 92 St,Richmond (Vancouver),British Columbia,V4G 0A4,49.1345934,-123.0005476,RVT
Westcoast Mountain Campers,Crosspointe Dr,Calgary,Alberta,T4A 0T5,51.282387,-113.987384,RVT
Western Recreational Products,5202A Hwy 16 West,Fallis,Alberta,T0E 0V0,53.622416,-114.577644,RVT
Western RV Country - Airdrie,61 East Lake Ramp NE,Airdrie,Alberta,T4A 2K4,51.289226,-113.9952877,RVT
Western RV Country - Grande Prairie,14415 100 St,Grande Prairie,Alberta,T8V 7C1,55.2074514,-118.7930599,RVT
Western RV Country - Leduc,7503 Sparrow Dr,Leduc,Alberta,T9E 0H3,53.301161,-113.543303,RVT
Western RV Country - Lethbridge,232 Stubb Ross Rd,Lethbridge,Alberta,T1K 7N3,49.663205,-112.774866,RVT
Western RV Country - Okotoks,305 Field House Dr E,Okotoks,Alberta,T0L 0A0,50.682042,-113.84573,RVT
Western RV Country - Red Deer,65 Burnt Park Dr,Red Deer,Alberta,T4P 0J7,52.2960364,-113.8290358,RVT
Wheels West RV,21661 Fraser Hwy,Langley,British Columbia,V3A 4H1,49.096714,-122.626866,RVT
Winnipeg West Automotive Group,12402-100 Street,Headingley,Manitoba,T8V 4H8,55.192556,-118.795007,RVT
World of Wheels-Des Moines,1520 West Arthur Street,Des Moines,Iowa,P7K 1A5,48.3808665,-89.324941,RVT
